codgr	libgr	sougr	libsougr	codal	libal	libgren	libsougren	codsougr
35	autres boissons chaudes	2	chicorée et poudre maltée	18152	chicorée en poudre soluble type leroux	other hot drinks	chicory	352
35	autres boissons chaudes	3	thé et infusions	18020	thé infusé non sucré	other hot drinks	tea infusion	353
35	autres boissons chaudes	3	thé et infusions	18022	tisane infusée non sucrée	other hot drinks	tea infusion	353
36	pizzas, quiches et pâtisseries salées	1	pizzas	25404	pizza au fromage	pizzas savoury tarts and pastry	pizza	361
36	pizzas, quiches et pâtisseries salées	1	pizzas	25435	pizza jambon fromage	pizzas savoury tarts and pastry	pizza	361
36	pizzas, quiches et pâtisseries salées	1	pizzas	25472	pizza 4 saisons	pizzas savoury tarts and pastry	pizza	361
36	pizzas, quiches et pâtisseries salées	1	pizzas	25478	pizza 4 fromages	pizzas savoury tarts and pastry	pizza	361
36	pizzas, quiches et pâtisseries salées	1	pizzas	25515	pizza spéciale	pizzas savoury tarts and pastry	pizza	361
36	pizzas, quiches et pâtisseries salées	1	pizzas	25516	pizza sans précision	pizzas savoury tarts and pastry	pizza	361
36	pizzas, quiches et pâtisseries salées	1	pizzas	25548	pizza royale (jambon fromage champignon)	pizzas savoury tarts and pastry	pizza	361
36	pizzas, quiches et pâtisseries salées	1	pizzas	92051	autre pizza	pizzas savoury tarts and pastry	pizza	361
36	pizzas, quiches et pâtisseries salées	2	quiches et tartes salées	7814	cake salé avec garniture (viande poisson volaille fromage légumes …)	pizzas savoury tarts and pastry	savoury tart	362
36	pizzas, quiches et pâtisseries salées	2	quiches et tartes salées	25405	quiche lorraine	pizzas savoury tarts and pastry	savoury tart	362
36	pizzas, quiches et pâtisseries salées	2	quiches et tartes salées	25417	tarte aux légumes	pizzas savoury tarts and pastry	savoury tart	362
36	pizzas, quiches et pâtisseries salées	2	quiches et tartes salées	25444	tarte au fromage ou quiche au fromage	pizzas savoury tarts and pastry	savoury tart	362
36	pizzas, quiches et pâtisseries salées	2	quiches et tartes salées	25550	flamenkueche (tarte salée aux lardons)	pizzas savoury tarts and pastry	savoury tart	362
36	pizzas, quiches et pâtisseries salées	2	quiches et tartes salées	25553	tarte aux poireaux	pizzas savoury tarts and pastry	savoury tart	362
36	pizzas, quiches et pâtisseries salées	2	quiches et tartes salées	25554	tarte provençale à la tomate	pizzas savoury tarts and pastry	savoury tart	362
36	pizzas, quiches et pâtisseries salées	2	quiches et tartes salées	25555	tarte au saumon et à l'oseille	pizzas savoury tarts and pastry	savoury tart	362
36	pizzas, quiches et pâtisseries salées	3	feuilletés et friands	25151	feuilleté au saumon	pizzas savoury tarts and pastry	puff pastry	363
36	pizzas, quiches et pâtisseries salées	3	feuilletés et friands	25401	friand au fromage artisanal	pizzas savoury tarts and pastry	puff pastry	363
36	pizzas, quiches et pâtisseries salées	3	feuilletés et friands	25402	friand à la viande artisanal	pizzas savoury tarts and pastry	puff pastry	363
36	pizzas, quiches et pâtisseries salées	3	feuilletés et friands	25418	croissant au jambon	pizzas savoury tarts and pastry	puff pastry	363
36	pizzas, quiches et pâtisseries salées	3	feuilletés et friands	25508	feuilleté fourré béchamel jambon fromage	pizzas savoury tarts and pastry	puff pastry	363
37	sandwichs, casse-croûte	1	sandwichs baguette	25431	sandwich baguette thon crudités	sandwich	sandwich baguette	371
37	sandwichs, casse-croûte	1	sandwichs baguette	25475	sandwich baguette jambon œuf dur crudités	sandwich	sandwich baguette	371
37	sandwichs, casse-croûte	1	sandwichs baguette	25476	sandwich baguette poulet crudités	sandwich	sandwich baguette	371
37	sandwichs, casse-croûte	1	sandwichs baguette	25488	sandwich baguette saumon fumé beurre	sandwich	sandwich baguette	371
37	sandwichs, casse-croûte	1	sandwichs baguette	25517	sandwich baguette jambon beurre	sandwich	sandwich baguette	371
37	sandwichs, casse-croûte	1	sandwichs baguette	25518	sandwich baguette camembert ou autre fromage et beurre	sandwich	sandwich baguette	371
37	sandwichs, casse-croûte	1	sandwichs baguette	25519	sandwich baguette pâté cornichons	sandwich	sandwich baguette	371
37	sandwichs, casse-croûte	1	sandwichs baguette	25520	sandwich baguette saucisson sec beurre	sandwich	sandwich baguette	371
37	sandwichs, casse-croûte	1	sandwichs baguette	25521	sandwich baguette jambon emmental beurre	sandwich	sandwich baguette	371
37	sandwichs, casse-croûte	1	sandwichs baguette	25522	sandwich sans précision	sandwich	sandwich baguette	371
37	sandwichs, casse-croûte	1	sandwichs baguette	25530	sandwich baguette crudités diverses mayonnaise	sandwich	sandwich baguette	371
37	sandwichs, casse-croûte	1	sandwichs baguette	25531	sandwich baguette dinde crudités	sandwich	sandwich baguette	371
37	sandwichs, casse-croûte	1	sandwichs baguette	25532	sandwich baguette œuf crudités	sandwich	sandwich baguette	371
37	sandwichs, casse-croûte	1	sandwichs baguette	25533	sandwich baguette porc crudités	sandwich	sandwich baguette	371
37	sandwichs, casse-croûte	1	sandwichs baguette	25535	sandwich baguette merguez ketchup moutarde	sandwich	sandwich baguette	371
37	sandwichs, casse-croûte	1	sandwichs baguette	25536	sandwich baguette salami beurre	sandwich	sandwich baguette	371
37	sandwichs, casse-croûte	1	sandwichs baguette	25543	sandwich baguette sans précision	sandwich	sandwich baguette	371
37	sandwichs, casse-croûte	2	hamburgers et hot-dog	25403	hot-dog	sandwich	hamburger hotdog	372
37	sandwichs, casse-croûte	2	hamburgers et hot-dog	25413	hamburger	sandwich	hamburger hotdog	372
37	sandwichs, casse-croûte	2	hamburgers et hot-dog	25414	cheeseburger	sandwich	hamburger hotdog	372
37	sandwichs, casse-croûte	2	hamburgers et hot-dog	25415	cheeseburger double	sandwich	hamburger hotdog	372
37	sandwichs, casse-croûte	3	autres sandwichs	25400	croque-monsieur	sandwich	other sandwiche	373
37	sandwichs, casse-croûte	3	autres sandwichs	25428	sandwich grec ou kebab pita et crudités	sandwich	other sandwiche	373
37	sandwichs, casse-croûte	3	autres sandwichs	25434	sandwich panini jambon cru mozzarella et tomates	sandwich	other sandwiche	373
37	sandwichs, casse-croûte	3	autres sandwichs	25513	pan bagna	sandwich	other sandwiche	373
37	sandwichs, casse-croûte	3	autres sandwichs	25523	canapés ou toasts salés aux garnitures variées	sandwich	other sandwiche	373
37	sandwichs, casse-croûte	3	autres sandwichs	25542	croque-madame (à l'œuf)	sandwich	other sandwiche	373
37	sandwichs, casse-croûte	3	autres sandwichs	25544	sandwich pain de mie garnitures diverses sans précision	sandwich	other sandwiche	373
37	sandwichs, casse-croûte	3	autres sandwichs	92055	autre sandwich	sandwich	other sandwiche	373
38	soupes et bouillons	1	potages et soupes	25900	soupe aux lentilles	soups and broths	soup	381
38	soupes et bouillons	1	potages et soupes	25902	soupe aux légumes type fait maison	soups and broths	soup	381
38	soupes et bouillons	1	potages et soupes	25903	soupe aux légumes préemballée à réchauffer	soups and broths	soup	381
38	soupes et bouillons	1	potages et soupes	25904	soupe de poissons et/ou de crustacés préemballée à réchauffer	soups and broths	soup	381
38	soupes et bouillons	1	potages et soupes	25905	soupe aux légumes déshydratée reconstituée	soups and broths	soup	381
38	soupes et bouillons	1	potages et soupes	25906	soupe poireau pomme de terre type fait maison	soups and broths	soup	381
38	soupes et bouillons	1	potages et soupes	25907	soupe poireau pomme de terre préemballée à réchauffer	soups and broths	soup	381
38	soupes et bouillons	1	potages et soupes	25908	soupe à la volaille et aux vermicelles préemballée à réchauffer ou déshydratée r	soups and broths	soup	381
38	soupes et bouillons	1	potages et soupes	25910	soupe à l'oignon	soups and broths	soup	381
38	soupes et bouillons	1	potages et soupes	25912	soupe aux champignons	soups and broths	soup	381
38	soupes et bouillons	1	potages et soupes	25914	soupe à la tomate préemballée à réchauffer ou déshydratée reconstituée	soups and broths	soup	381
38	soupes et bouillons	1	potages et soupes	25916	minestrone préemballée à réchauffer ou déshydratée reconstituée	soups and broths	soup	381
38	soupes et bouillons	1	potages et soupes	25917	soupe au pistou préemballée à réchauffer ou déshydratée reconstituée	soups and broths	soup	381
38	soupes et bouillons	1	potages et soupes	25922	soupe chinoise	soups and broths	soup	381
38	soupes et bouillons	1	potages et soupes	25945	soupe au potiron	soups and broths	soup	381
38	soupes et bouillons	2	bouillons	25909	bouillon de viande et de légumes	soups and broths	broth	382
38	soupes et bouillons	2	bouillons	25946	bouillon de viande déshydraté reconstitué type bouillon de bœuf knorr	soups and broths	broth	382
38	soupes et bouillons	2	bouillons	25947	bouillon de volaille déshydraté reconstitué type bouillon de poule knorr	soups and broths	broth	382
38	soupes et bouillons	2	bouillons	25948	bouillon végétal	soups and broths	broth	382
39	plats composés	1	plats garnis à base de viande	25001	blanquette de veau	mixed dishes	meat dish	391
39	plats composés	1	plats garnis à base de viande	25002	cassoulet en conserve	mixed dishes	meat dish	391
39	plats composés	1	plats garnis à base de viande	25003	choucroute garnie en conserve	mixed dishes	meat dish	391
39	plats composés	1	plats garnis à base de viande	25010	petit salé aux lentilles ou saucisse aux lentilles	mixed dishes	meat dish	391
39	plats composés	1	plats garnis à base de viande	25013	pot-au-feu	mixed dishes	meat dish	391
39	plats composés	1	plats garnis à base de viande	25029	couscous de mouton garni	mixed dishes	meat dish	391
39	plats composés	1	plats garnis à base de viande	25031	paella	mixed dishes	meat dish	391
39	plats composés	1	plats garnis à base de viande	25033	bœuf bourguignon	mixed dishes	meat dish	391
39	plats composés	1	plats garnis à base de viande	25065	bœuf carottes	mixed dishes	meat dish	391
39	plats composés	1	plats garnis à base de viande	25067	osso buco à la milanaise	mixed dishes	meat dish	391
39	plats composés	1	plats garnis à base de viande	25071	potée auvergnate	mixed dishes	meat dish	391
39	plats composés	1	plats garnis à base de viande	25092	poulet basquaise au riz	mixed dishes	meat dish	391
39	plats composés	1	plats garnis à base de viande	25093	poulet basquaise aux pâtes	mixed dishes	meat dish	391
39	plats composés	1	plats garnis à base de viande	25111	chili con carne	mixed dishes	meat dish	391
39	plats composés	1	plats garnis à base de viande	25116	poulet au curry avec riz ou semoule préemballé	mixed dishes	meat dish	391
39	plats composés	1	plats garnis à base de viande	25124	navarin d'agneau	mixed dishes	meat dish	391
39	plats composés	1	plats garnis à base de viande	25127	couscous royal à la viande	mixed dishes	meat dish	391
39	plats composés	1	plats garnis à base de viande	25138	couscous au poulet	mixed dishes	meat dish	391
39	plats composés	1	plats garnis à base de viande	25159	tajine de mouton	mixed dishes	meat dish	391
39	plats composés	2	plats à base de pâtes ou de pommes de terre	25009	hachis parmentier	mixed dishes	pasta or potatoe dish	392
39	plats composés	2	plats à base de pâtes ou de pommes de terre	25019	raviolis à la viande à la sauce tomate en conserve	mixed dishes	pasta or potatoe dish	392
39	plats composés	2	plats à base de pâtes ou de pommes de terre	25056	gratin dauphinois	mixed dishes	pasta or potatoe dish	392
39	plats composés	2	plats à base de pâtes ou de pommes de terre	25080	cannellonis à la viande	mixed dishes	pasta or potatoe dish	392
39	plats composés	2	plats à base de pâtes ou de pommes de terre	25081	lasagnes à la bolognaise	mixed dishes	pasta or potatoe dish	392
39	plats composés	2	plats à base de pâtes ou de pommes de terre	25085	pâtes à la bolognaise	mixed dishes	pasta or potatoe dish	392
39	plats composés	2	plats à base de pâtes ou de pommes de terre	25109	spaghettis à la sauce tomate	mixed dishes	pasta or potatoe dish	392
39	plats composés	2	plats à base de pâtes ou de pommes de terre	25122	gratin de pâtes	mixed dishes	pasta or potatoe dish	392
39	plats composés	2	plats à base de pâtes ou de pommes de terre	25135	pâtes à la carbonara	mixed dishes	pasta or potatoe dish	392
39	plats composés	2	plats à base de pâtes ou de pommes de terre	25137	tartiflette	mixed dishes	pasta or potatoe dish	392
39	plats composés	2	plats à base de pâtes ou de pommes de terre	25156	ravioles ou raviolis au fromage	mixed dishes	pasta or potatoe dish	392
39	plats composés	2	plats à base de pâtes ou de pommes de terre	25606	salade de pommes de terre	mixed dishes	pasta or potatoe dish	392
39	plats composés	2	plats à base de pâtes ou de pommes de terre	25615	salade de pâtes végétarienne	mixed dishes	pasta or potatoe dish	392
39	plats composés	2	plats à base de pâtes ou de pommes de terre	25619	salade de pâtes au légumes, avec thon ou viande	mixed dishes	pasta or potatoe dish	392
39	plats composés	3	beignets, crêpes et bouchées à la reine	10023	beignet de crevette industriel	mixed dishes	crepe fritter	393
39	plats composés	3	beignets, crêpes et bouchées à la reine	25108	samossas	mixed dishes	crepe fritter	393
39	plats composés	3	beignets, crêpes et bouchées à la reine	25409	crêpe fourrée béchamel jambon	mixed dishes	crepe fritter	393
39	plats composés	3	beignets, crêpes et bouchées à la reine	25410	crêpe fourrée béchamel jambon fromage	mixed dishes	crepe fritter	393
39	plats composés	3	beignets, crêpes et bouchées à la reine	25412	bouchée à la reine au poulet	mixed dishes	crepe fritter	393
39	plats composés	3	beignets, crêpes et bouchées à la reine	25419	rouleau de printemps	mixed dishes	crepe fritter	393
39	plats composés	3	beignets, crêpes et bouchées à la reine	25420	nem ou pâté impérial	mixed dishes	crepe fritter	393
39	plats composés	3	beignets, crêpes et bouchées à la reine	25433	acra de morue	mixed dishes	crepe fritter	393
39	plats composés	3	beignets, crêpes et bouchées à la reine	25438	brick garni (garniture : crevettes légumes volaille viande poisson…)	mixed dishes	crepe fritter	393
39	plats composés	3	beignets, crêpes et bouchées à la reine	25503	bouchée à la reine au poisson et fruits de mer	mixed dishes	crepe fritter	393
39	plats composés	3	beignets, crêpes et bouchées à la reine	25512	nugget de volaille	mixed dishes	crepe fritter	393
39	plats composés	3	beignets, crêpes et bouchées à la reine	25549	crêpe fourrée béchamel fromage	mixed dishes	crepe fritter	393
39	plats composés	3	beignets, crêpes et bouchées à la reine	25551	beignet salé fourré de viande volaille ou poisson	mixed dishes	crepe fritter	393
39	plats composés	3	beignets, crêpes et bouchées à la reine	25552	crêpe fourrée béchamel jambon fromage champignon	mixed dishes	crepe fritter	393
39	plats composés	3	beignets, crêpes et bouchées à la reine	25556	beignet de légumes	mixed dishes	crepe fritter	393
39	plats composés	4	plats sans garniture	577	brandade de morue recette traditionnelle	mixed dishes	plain dish	394
39	plats composés	4	plats sans garniture	8395	jambon en croûte	mixed dishes	plain dish	394
39	plats composés	4	plats sans garniture	8601	tripes à la mode de caen artisanales	mixed dishes	plain dish	394
39	plats composés	4	plats sans garniture	8913	quenelle de volaille en conserve	mixed dishes	plain dish	394
39	plats composés	4	plats sans garniture	8934	quenelle de poisson cuite	mixed dishes	plain dish	394
39	plats composés	4	plats sans garniture	8935	quenelle au naturel en conserve	mixed dishes	plain dish	394
39	plats composés	4	plats sans garniture	8936	quenelle en sauce en conserve	mixed dishes	plain dish	394
39	plats composés	4	plats sans garniture	20914	escalopes végétales à base de soja	mixed dishes	plain dish	394
39	plats composés	4	plats sans garniture	25089	cordon bleu de volaille type père dodu ou le gaulois	mixed dishes	plain dish	394
39	plats composés	4	plats sans garniture	25121	coq au vin	mixed dishes	plain dish	394
39	plats composés	4	plats sans garniture	25125	paupiette de veau	mixed dishes	plain dish	394
39	plats composés	4	plats sans garniture	25126	paupiette de volaille	mixed dishes	plain dish	394
39	plats composés	4	plats sans garniture	25146	poisson sauce oseille type cabillaud à l'oseille marie	mixed dishes	plain dish	394
39	plats composés	4	plats sans garniture	25172	viande en sauce sans précision	mixed dishes	plain dish	394
39	plats composés	4	plats sans garniture	25174	poulet au curry	mixed dishes	plain dish	394
39	plats composés	4	plats sans garniture	26054	poisson en sauce surgelé	mixed dishes	plain dish	394
39	plats composés	5	plats à base de fromage	25020	soufflé au fromage	mixed dishes	cheese dish	395
39	plats composés	5	plats à base de fromage	25437	gougère	mixed dishes	cheese dish	395
39	plats composés	5	plats à base de fromage	25509	fondue savoyarde (fondue au fromage)	mixed dishes	cheese dish	395
39	plats composés	6	plats à base de légumes	25103	tomate farcie	mixed dishes	vegetable dish	396
39	plats composés	6	plats à base de légumes	25123	moussaka	mixed dishes	vegetable dish	396
39	plats composés	6	plats à base de légumes	25130	gratin endives jambon	mixed dishes	vegetable dish	396
39	plats composés	6	plats à base de légumes	25162	gratin de légumes	mixed dishes	vegetable dish	396
39	plats composés	6	plats à base de légumes	25511	légumes divers farcis sauf tomate	mixed dishes	vegetable dish	396
39	plats composés	6	plats à base de légumes	25524	tomate à la provençale	mixed dishes	vegetable dish	396
39	plats composés	7	garnitures composées	25088	riz cantonais	mixed dishes	mixed garniture	397
39	plats composés	7	garnitures composées	25601	salade de thon et légumes en conserve	mixed dishes	mixed garniture	397
39	plats composés	7	garnitures composées	25602	salade composée avec viande ou poisson en conserve	mixed dishes	mixed garniture	397
39	plats composés	7	garnitures composées	25608	taboulé ou salade de couscous	mixed dishes	mixed garniture	397
39	plats composés	7	garnitures composées	25614	salade de riz	mixed dishes	mixed garniture	397
41	entremets, crèmes desserts et laits gélifiés	1	crème dessert et lait gélifié	15016	crème de marrons vanillée en conserve	milky desserts	cream dessert	411
41	entremets, crèmes desserts et laits gélifiés	1	crème dessert et lait gélifié	20905	crème dessert au soja nature rayon frais type sojasun nature	milky desserts	cream dessert	411
41	entremets, crèmes desserts et laits gélifiés	1	crème dessert et lait gélifié	20909	crème dessert au soja aux fruits rayon frais type sojadélice aux pruneaux	milky desserts	cream dessert	411
41	entremets, crèmes desserts et laits gélifiés	1	crème dessert et lait gélifié	20911	crème dessert au soja aromatisée rayon frais type sojasun chocolat	milky desserts	cream dessert	411
41	entremets, crèmes desserts et laits gélifiés	1	crème dessert et lait gélifié	39132	dessert au lait gélifié aromatisé au chocolat type dany	milky desserts	cream dessert	411
41	entremets, crèmes desserts et laits gélifiés	1	crème dessert et lait gélifié	39200	crème dessert au chocolat industrielle type danette ou petits filous	milky desserts	cream dessert	411
41	entremets, crèmes desserts et laits gélifiés	1	crème dessert et lait gélifié	39208	chocolat viennois ou liégeois	milky desserts	cream dessert	411
41	entremets, crèmes desserts et laits gélifiés	1	crème dessert et lait gélifié	39214	crème dessert à la vanille en conserve type mont-blanc ou yabon	milky desserts	cream dessert	411
41	entremets, crèmes desserts et laits gélifiés	1	crème dessert et lait gélifié	39221	dessert au lait gélifié aromatisé nappé de caramel type flanby	milky desserts	cream dessert	411
41	entremets, crèmes desserts et laits gélifiés	1	crème dessert et lait gélifié	39224	crème dessert allégée en matière grasse rayon frais type taillefine chocolat ou	milky desserts	cream dessert	411
41	entremets, crèmes desserts et laits gélifiés	1	crème dessert et lait gélifié	39229	crème dessert à la vanille enrichie en crème rayon frais type la laitière de nes	milky desserts	cream dessert	411
41	entremets, crèmes desserts et laits gélifiés	1	crème dessert et lait gélifié	39230	crème dessert rayon frais type danette	milky desserts	cream dessert	411
41	entremets, crèmes desserts et laits gélifiés	1	crème dessert et lait gélifié	39505	crème dessert appertisée type mont blanc ou yabon	milky desserts	cream dessert	411
41	entremets, crèmes desserts et laits gélifiés	1	crème dessert et lait gélifié	39506	crème dessert au chocolat en conserve	milky desserts	cream dessert	411
41	entremets, crèmes desserts et laits gélifiés	1	crème dessert et lait gélifié	39511	crème dessert rayon frais ou appertisée sans précision	milky desserts	cream dessert	411
41	entremets, crèmes desserts et laits gélifiés	2	entremets	23525	flan pâtissier aux œufs ou à la parisienne	milky desserts	dessert	412
41	entremets, crèmes desserts et laits gélifiés	2	entremets	23535	gâteau de semoule en conserve type yabon ou mont-blanc	milky desserts	dessert	412
41	entremets, crèmes desserts et laits gélifiés	2	entremets	23536	gâteau de riz nappé de caramel rayon frais	milky desserts	dessert	412
41	entremets, crèmes desserts et laits gélifiés	2	entremets	24999	entremet sans précision	milky desserts	dessert	412
41	entremets, crèmes desserts et laits gélifiés	2	entremets	25445	tiramisu	milky desserts	dessert	412
41	entremets, crèmes desserts et laits gélifiés	2	entremets	39206	mousse au chocolat industrielle rayon frais	milky desserts	dessert	412
41	entremets, crèmes desserts et laits gélifiés	2	entremets	39209	crème caramel type charles gervais	milky desserts	dessert	412
41	entremets, crèmes desserts et laits gélifiés	2	entremets	39211	crème dessert aux œufs ou crème renversée type senoble crème aux œufs saveur van	milky desserts	dessert	412
41	entremets, crèmes desserts et laits gélifiés	2	entremets	39212	riz au lait rayon frais	milky desserts	dessert	412
41	entremets, crèmes desserts et laits gélifiés	2	entremets	39213	crème brûlée	milky desserts	dessert	412
41	entremets, crèmes desserts et laits gélifiés	2	entremets	39215	île flottante ou œufs à la neige	milky desserts	dessert	412
41	entremets, crèmes desserts et laits gélifiés	2	entremets	39216	clafoutis aux fruits	milky desserts	dessert	412
41	entremets, crèmes desserts et laits gélifiés	2	entremets	39218	gâteau de semoule au lait rayon frais	milky desserts	dessert	412
41	entremets, crèmes desserts et laits gélifiés	2	entremets	39228	mousse aux fruits	milky desserts	dessert	412
41	entremets, crèmes desserts et laits gélifiés	2	entremets	39700	crème anglaise	milky desserts	dessert	412
41	entremets, crèmes desserts et laits gélifiés	2	entremets	39710	crème pâtissière	milky desserts	dessert	412
41	entremets, crèmes desserts et laits gélifiés	2	entremets	92056	autre dessert type entremet	milky desserts	dessert	412
42	compotes et fruits cuits	1	compotes	13038	compote de pomme en conserve	compotes and cooked fruits	compote	421
42	compotes et fruits cuits	1	compotes	13108	compote de fruits divers en conserve	compotes and cooked fruits	compote	421
42	compotes et fruits cuits	1	compotes	13109	compote de fruits divers allégée en conserve	compotes and cooked fruits	compote	421
42	compotes et fruits cuits	1	compotes	13998	coulis de fruits rouges framboises fraises groseilles cassis	compotes and cooked fruits	compote	421
42	compotes et fruits cuits	2	fruits au sirop	13003	ananas au sirop en conserve	compotes and cooked fruits	fruit in syrup	422
42	compotes et fruits cuits	2	fruits au sirop	13022	litchi en conserve	compotes and cooked fruits	fruit in syrup	422
42	compotes et fruits cuits	2	fruits au sirop	13049	macédoine de fruits au sirop en conserve	compotes and cooked fruits	fruit in syrup	422
42	compotes et fruits cuits	2	fruits au sirop	13068	cerise au sirop en conserve	compotes and cooked fruits	fruit in syrup	422
42	compotes et fruits cuits	2	fruits au sirop	13096	abricot au sirop en conserve	compotes and cooked fruits	fruit in syrup	422
42	compotes et fruits cuits	2	fruits au sirop	13097	pêche au sirop en conserve	compotes and cooked fruits	fruit in syrup	422
42	compotes et fruits cuits	2	fruits au sirop	13098	poire au sirop en conserve	compotes and cooked fruits	fruit in syrup	422
43	condiments et sauces	1	sauces	11012	mayonnaise allégée	condiment and sauces	sauces	431
43	condiments et sauces	1	sauces	11031	mayonnaise à l'huile de tournesol	condiment and sauces	sauces	431
43	condiments et sauces	1	sauces	11054	mayonnaise	condiment and sauces	sauces	431
43	condiments et sauces	1	sauces	11100	sauce barbecue	condiment and sauces	sauces	431
43	condiments et sauces	1	sauces	11102	sauce béarnaise	condiment and sauces	sauces	431
43	condiments et sauces	1	sauces	11105	sauce hollandaise	condiment and sauces	sauces	431
43	condiments et sauces	1	sauces	11106	sauce mornay	condiment and sauces	sauces	431
43	condiments et sauces	1	sauces	11107	sauce tomate sans viande	condiment and sauces	sauces	431
43	condiments et sauces	1	sauces	11108	vinaigrette à l'huile d'olive	condiment and sauces	sauces	431
43	condiments et sauces	1	sauces	11109	vinaigrette allégée	condiment and sauces	sauces	431
43	condiments et sauces	1	sauces	11110	vinaigrette sans précision	condiment and sauces	sauces	431
43	condiments et sauces	1	sauces	11113	sauce béchamel en brique	condiment and sauces	sauces	431
43	condiments et sauces	1	sauces	11114	sauce tomate à la viande ou bolognaise type panzani ou buitoni	condiment and sauces	sauces	431
43	condiments et sauces	1	sauces	11132	sauce au curry	condiment and sauces	sauces	431
43	condiments et sauces	1	sauces	11157	sauce moutarde	condiment and sauces	sauces	431
43	condiments et sauces	1	sauces	11158	sauce au beurre	condiment and sauces	sauces	431
43	condiments et sauces	1	sauces	11159	sauce à la crème	condiment and sauces	sauces	431
43	condiments et sauces	1	sauces	11160	sauce aux champignons	condiment and sauces	sauces	431
43	condiments et sauces	1	sauces	11161	sauce à la crème aux épices	condiment and sauces	sauces	431
43	condiments et sauces	1	sauces	11162	sauce à la crème aux herbes	condiment and sauces	sauces	431
43	condiments et sauces	1	sauces	11163	sauce aigre-douce	condiment and sauces	sauces	431
43	condiments et sauces	1	sauces	11164	sauce au vin rouge	condiment and sauces	sauces	431
43	condiments et sauces	1	sauces	11165	sauce au fromage	condiment and sauces	sauces	431
43	condiments et sauces	1	sauces	11166	sauce au yaourt	condiment and sauces	sauces	431
43	condiments et sauces	1	sauces	11179	sauce pesto	condiment and sauces	sauces	431
43	condiments et sauces	1	sauces	11184	sauce sans précision	condiment and sauces	sauces	431
43	condiments et sauces	1	sauces	81055	mayonnaise ajoutée au service	condiment and sauces	sauces	431
43	condiments et sauces	1	sauces	81057	sauce blanche ajoutée au service	condiment and sauces	sauces	431
43	condiments et sauces	1	sauces	81059	sauce moutarde ajoutée au service	condiment and sauces	sauces	431
43	condiments et sauces	1	sauces	81061	vinaigrette ajoutée au service	condiment and sauces	sauces	431
43	condiments et sauces	1	sauces	81063	vinaigrette allégée ajoutée au service	condiment and sauces	sauces	431
43	condiments et sauces	1	sauces	81066	sauce au fromage blanc ajoutée au service	condiment and sauces	sauces	431
43	condiments et sauces	1	sauces	81069	sauce au poivre ajoutée au service	condiment and sauces	sauces	431
43	condiments et sauces	1	sauces	92507	autre sauce	condiment and sauces	sauces	431
43	condiments et sauces	2	herbes aromatiques	11002	cerfeuil frais	condiment and sauces	aromatic herbs	432
43	condiments et sauces	2	herbes aromatiques	11003	ciboule ou ciboulette fraîche	condiment and sauces	aromatic herbs	432
43	condiments et sauces	2	herbes aromatiques	11014	persil frais	condiment and sauces	aromatic herbs	432
43	condiments et sauces	2	herbes aromatiques	11027	menthe fraîche	condiment and sauces	aromatic herbs	432
43	condiments et sauces	2	herbes aromatiques	11033	basilic frais	condiment and sauces	aromatic herbs	432
43	condiments et sauces	2	herbes aromatiques	11038	thym sec	condiment and sauces	aromatic herbs	432
43	condiments et sauces	2	herbes aromatiques	11080	herbes aromatiques fraîches	condiment and sauces	aromatic herbs	432
43	condiments et sauces	3	sel et épices	11005	curry en poudre	condiment and sauces	salt and spices	433
43	condiments et sauces	3	sel et épices	11006	gingembre moulu	condiment and sauces	salt and spices	433
43	condiments et sauces	3	sel et épices	11015	poivre noir moulu	condiment and sauces	salt and spices	433
43	condiments et sauces	3	sel et épices	11017	sel fin ou gros	condiment and sauces	salt and spices	433
43	condiments et sauces	3	sel et épices	11025	cannelle	condiment and sauces	salt and spices	433
43	condiments et sauces	3	sel et épices	11026	coriandre en graines	condiment and sauces	salt and spices	433
43	condiments et sauces	3	sel et épices	11030	sel de mer	condiment and sauces	salt and spices	433
43	condiments et sauces	3	sel et épices	11042	cumin en graines	condiment and sauces	salt and spices	433
43	condiments et sauces	3	sel et épices	11081	épices sans précision	condiment and sauces	salt and spices	433
43	condiments et sauces	4	condiments d'accompagnement	11004	cornichon au vinaigre	condiment and sauces	complement condiment	434
43	condiments et sauces	4	condiments d'accompagnement	11008	ketchup	condiment and sauces	complement condiment	434
43	condiments et sauces	4	condiments d'accompagnement	11013	moutarde	condiment and sauces	complement condiment	434
43	condiments et sauces	4	condiments d'accompagnement	11016	raifort cru	condiment and sauces	complement condiment	434
43	condiments et sauces	4	condiments d'accompagnement	11040	câpres	condiment and sauces	complement condiment	434
43	condiments et sauces	4	condiments d'accompagnement	11043	tapenade d'olives	condiment and sauces	complement condiment	434
43	condiments et sauces	4	condiments d'accompagnement	13032	olive noire en saumure	condiment and sauces	complement condiment	434
43	condiments et sauces	4	condiments d'accompagnement	13033	olive verte en saumure	condiment and sauces	complement condiment	434
43	condiments et sauces	5	condiments d'assaisonnement	11000	ail frais	condiment and sauces	seasoning condiment	435
43	condiments et sauces	5	condiments d'assaisonnement	11001	cube pour bouillon de bœuf	condiment and sauces	seasoning condiment	435
43	condiments et sauces	5	condiments d'assaisonnement	11018	vinaigre	condiment and sauces	seasoning condiment	435
43	condiments et sauces	5	condiments d'assaisonnement	11104	sauce de soja	condiment and sauces	seasoning condiment	435
